Link,Screen,Do_phan_giais,Tan_so_quets,Do_phu_mau,Screen_Technologys
//www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,"15.6""",Full HD (1920 x 1080),60Hz,"Tấm nền IPS
Acer ComfyView",Không có
//www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk0079vn,"15.6""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-1tb,"15.3""",Full HD (1920 x 1080),60Hz,"Tấm nền IPS
Chống chói Anti Glare
250 nits",Không có
//www.thegioididong.com/laptop/asus-zenbook-s16-um5606ka-r7-ai-350-rk113ws,"16""",Full HD (1920 x 1080),144Hz,45% NTSC,Tấm nền IPS
//www.thegioididong.com/laptop/asus-x1404va-i5-nk771ws,"14""",Full HD (1920 x 1080),120Hz,45% NTSC,"Chống chói Anti Glare
LED Backlit
250 nits
WVA"
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,"15.6""",2.2K,60Hz,100% sRGB,"Low Blue Light
Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007,"14""",Full HD (1920 x 1080),120Hz,"Chống chói Anti Glare
LED Backlit
250 nits
WVA",Không có
//www.thegioididong.com/laptop/msi-titan-18-hx-ai-a2xwig-ultra-9-090vn,Không có,Full HD (1920 x 1080),144Hz,45% NTSC,"Wled-backlit
Tấm nền IPS
Chống chói Anti Glare"
//www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,"14""",Full HD+ (1920 x 1200),144Hz,100% sRGB,"Tấm nền IPS
Chống chói Anti Glare"
//www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn,"15.6""",WUXGA,60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7240w1,"15.6""",Full HD (1920 x 1080),60Hz,45% NTSC,"Tấm nền IPS
Acer ComfyView"
//www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-7-21m70051vn,"14""",Full HD (1920 x 1080),60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare"
//www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,"15.6""",3.2K (3200 x 2000),165 Hz,100% DCI-P3,"Low Blue Light
G-Sync
Tấm nền IPS
Chống chói Anti Glare
Dolby Vision
430 nits"
//www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn,"15.6""",Full HD (1920 x 1080),60Hz,45% NTSC,"Chống chói Anti Glare
LED Backlit
250 nits"
//www.thegioididong.com/laptop/acer-aspire-lite-al14-52m-54cj-i5-nxj39sv002,"14""",Full HD (1920 x 1080),120Hz,45% NTSC,"Chống chói Anti Glare
LED Backlit
250 nits
WVA"
//www.thegioididong.com/laptop/msi-prestige-14-ai-studio-c1udxg-ultra-7-058vn,"14""",WUXGA,60Hz,100% sRGB,"Low Blue Light
Tấm nền IPS
Chống chói Anti Glare
400 nits"
//www.thegioididong.com/laptop/hp-probook-460-g11-ultra-7-a74c0pt?utm_flashsale=1,"16""",Liquid Retina (2560 x 1664),Hãng không công bố,"Wide color (P3)
500 nits brightness
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/acer-aspire-7-a715-76-53pj-i5-nhqgesv007,"15.6""",Liquid Retina (2560 x 1664),Hãng không công bố,"Wide color (P3)
Công nghệ IPS
500 nits brightness
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn,"14""",Full HD (1920 x 1080),144Hz,45% NTSC,Tấm nền IPS
//www.thegioididong.com/laptop/lenovo-legion-7-16irx9-i9-83fd004mvn,"16""",Full HD+,60Hz,45% NTSC,"TFT
Tấm nền IPS
Chống chói Anti Glare
LED Backlit
Acer ComfyView"
//www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w,"14""",WUXGA,60Hz,45% NTSC,"Low Blue Light
Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1,"15.6""",WUXGA,144Hz,45% NTSC,"Chống chói Anti Glare
LED Backlit
Độ sáng 300 nits"
//www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc008nvn,"14""",Full HD (1920 x 1080),144Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/macbook-air-13-inch-m2-16gb-512gb-70w,"13.6""",10,120Hz,100% DCI-P3,"Chuẩn DisplayHDR True Black 500
Anti-Reflective
Chống chói Anti Glare
Màn hình OLED
Dolby Vision
400 nits"
//www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-512gb,"13.6""",WUXGA,60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,"15.6""",10,165 Hz,100% sRGB,"G-Sync
Tấm nền IPS
Chống chói Anti Glare
400 nits"
//www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002,"16""",Full HD (1920 x 1080),60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14irh10-i5-83k0000avn,"14""",Full HD (1920 x 1080),144Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w,"16""",Full HD (1920 x 1080) OLED,60Hz,100% DCI-P3,"Độ sáng 600 nits
Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600
Low Blue Light
Màn hình OLED
1.07 tỷ màu"
//www.thegioididong.com/laptop/hp-victus-16-s0138ax-r7-9q985pa,"16.1""",Full HD (1920 x 1080),144Hz,100% sRGB,"Low Blue Light
G-Sync
Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc00agvn,"14""",QHD+ (2560 x 1600),30 - 120 Hz,"Anti-Reflective
Eyesafe
500 nits brightness",Cảm ứng
//www.thegioididong.com/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn,"16""",10,60Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Low Blue Light
Màn hình OLED
500 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/asus-fa401wv-r9-ai-rg062ws,"14""",WUXGA,60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare"
//www.thegioididong.com/laptop/hp-240-g9-i5-9t2g2pt,"14""",WUXGA,60Hz,45% NTSC,"Low Blue Light
Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn,"15.6""",10,120Hz,100% DCI-P3,"Chuẩn DisplayHDR True Black 500
Low Blue Light
Màn hình OLED
400 nits
600 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w,"15.6""",Full HD (1920 x 1080),144Hz,"100% sRGB
75.35% Adobe RGB
72% NTSC","G-Sync
Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/lenovo-loq-15arp9-r7-83jc0040vn,"15.6""",WUXGA,60Hz,100% sRGB,"Tấm nền IPS
Chống chói Anti Glare
400 nits"
//www.thegioididong.com/laptop/dell-xps-13-9340-ultra-7-hxrgt2,"13.4""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa,"14""",Full HD+,60Hz,45% NTSC,"TFT
Tấm nền IPS
LED Backlit
Acer ComfyView"
//www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-7-a7lc5pt,"13.3""",Liquid Retina (2560 x 1664),Hãng không công bố,"Wide color (P3)
500 nits brightness
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-5-21ma0049vn,"16""",Full HD (1920 x 1080),144Hz,"100% sRGB
75.35% Adobe RGB
72% NTSC","G-Sync
Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/asus-vivobook-s-16-m5606ka-r7-ai-350-ri016ws,"16""",Full HD (1920 x 1080),60Hz,"Chống chói Anti Glare
LED Backlit
250 nits",Không có
//www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w,"15.6""",Full HD+,60Hz,45% NTSC,"Chống chói Anti Glare
250 nits
WVA"
//www.thegioididong.com/laptop/hp-elitebook-x360-830-g11-ultra-7-a7rc0pt,"13.3""","WUXGA, OLED",60Hz,100% DCI-P3,"Low Blue Light
Màn hình OLED
400 nits"
//www.thegioididong.com/laptop/msi-stealth-18-hx-ai-a2xwig-ultra-9-017vn,Không có,Full HD+ (1920 x 1200),60Hz,45% NTSC,"TFT
LED Backlit
Acer ComfyView
Độ sáng 300 nits"
//www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-572a-i5-nxj2ssv004,"16""",10,120Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Chuẩn DisplayHDR True Black 500
Màn hình OLED
400 nits
500 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/macbook-air-13-inch-m3-2024-16gb-512gb,"13.6""","WUXGA, OLED",60Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600
Low Blue Light
LED Backlit
Màn hình OLED
400 nits
600 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/asus-fx507vu-i7-lp186w,"15.6""",Full HD (1920 x 1080),144Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,"15.6""",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,"ProMotion
Độ sáng XDR: toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR)
Độ sáng SDR: lên đến 1000 nits
Wide color (P3)
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu,"16""",WUXGA,60Hz,100% sRGB,"Low Blue Light
Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/lenovo-ideapad-5-2in1-14irh9-i5-83kx003wvn,"14""",WQXGA (2560 x 1600),165 Hz,100% sRGB,"Tấm nền IPS
Chống chói Anti Glare
400 nits"
//www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,"14""",2.8K (2880 x 1800),120Hz,100% sRGB,"Tấm nền IPS
Acer ComfyView
400 nits"
//www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,"14""",Full HD (1920 x 1080),60Hz,Chống chói Anti Glare,Không có
//www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,"14""",10,60Hz,100% DCI-P3,"Màn hình OLED
400 nits"
//www.thegioididong.com/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws,"14""",Full HD (1920 x 1080),120Hz,WVA,Không có
//www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,"15.6""",Full HD+ (1920 x 1200),60Hz,45% NTSC,"TFT
LED Backlit
Acer ComfyView
Độ sáng 300 nits"
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-1tb,"14.2""",Full HD (1920 x 1080),120Hz,WVA,Không có
//www.thegioididong.com/laptop/lenovo-thinkbook-14-g6-i7-21kg00bqvn,"14""",WQXGA (2560 x 1600),165 Hz,100% sRGB,"350 nits
Low Blue Light
G-Sync
AMD FreeSync Premium
Tấm nền IPS
Chống chói Anti Glare
Dolby Vision"
//www.thegioididong.com/laptop/gigabyte-aorus-16x-x6lag-i7-9rx6lasgddjixdvn010,"16""",WUXGA,165 Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002,"14""",Full HD+ (1920 x 1200),144Hz,100% sRGB,Tấm nền IPS
//www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w?utm_flashsale=1,"15.6""",Full HD+,60Hz,45% NTSC,"TFT
Tấm nền IPS
LED Backlit
Acer ComfyView"
//www.thegioididong.com/laptop/lg-gram-16z90sp-ultra-7-16z90spkah78a5,"16""","WUXGA, OLED",60Hz,100% DCI-P3,"Low Blue Light
Màn hình OLED
400 nits"
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,"15.6""",QHD,240Hz,100% sRGB,"Low Blue Light
Thời gian phản hồi: 3 ms
Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001,"14""",Liquid Retina XDR display (3024 x 1964),up to 120 Hz,"ProMotion
Độ sáng XDR: toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR)
Độ sáng SDR: lên đến 1000 nits
Wide color (P3)
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888,"15.6""",10,120Hz,100% DCI-P3,"Chuẩn DisplayHDR True Black 600
Low Blue Light
Màn hình OLED
400 nits
600 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003avn,"16""",Full HD (1920 x 1080),60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/gigabyte-g6-kf-rc56-i7-9rc56kf0hjjanivn000,"16""",Liquid Retina,Hãng không công bố,"Wide color (P3)
Công nghệ IPS
500 nits brightness
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn,"14""",WUXGA,60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005,"16""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-ideapad-5-2in1-14irh9-i7-83kx003xvn,"14""",10,240Hz,100% DCI-P3,"3 ms
G-Sync
ROG Nebula HDR Display
Tấm nền IPS
Chống chói Anti Glare
500 nits brightness
Dolby Vision"
//www.thegioididong.com/laptop/hp-omen-16-xf0071ax-r7-8w946pa,"16.1""",Liquid Retina (2560 x 1664),Hãng không công bố,"Wide color (P3)
500 nits brightness
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-16gb-512gb,"14.2""",Full HD (1920 x 1080),144Hz,"62.5% sRGB
47.34% Adobe RGB
45% NTSC","Tấm nền IPS
Chống chói Anti Glare
Adaptive-Sync
250 nits"
//www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w,"16""",Full HD (1920 x 1080),144Hz,"62.5% sRGB
47.34% Adobe RGB
45% NTSC","Tấm nền IPS
Chống chói Anti Glare
Adaptive-Sync
250 nits"
//www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,"15.6""",Full HD (1920 x 1080),144Hz,"100% sRGB
75.35% Adobe RGB
72% NTSC","G-Sync
Tấm nền IPS
Chống chói Anti Glare"
//www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb,"15.3""",10,90 Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600
Low Blue Light
Màn hình OLED
400 nits
600 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/hp-probook-460-g11-ultra-5-a74btpt,"16""",Liquid Retina XDR display (3456 x 2234),up to 120 Hz,"toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR)
Độ sáng SDR: lên đến 1000 nits
Wide color (P3)
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-48gb-512gb,Không có,Full HD (1920 x 1080),120Hz,WVA,Không có
//www.thegioididong.com/laptop/asus-rog-strix-g16-g614ju-i7-n4450w,"16""",10,60Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Low Blue Light
Màn hình OLED
500 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/macbook-air-13-m2-24gb-512gb,"13.6""","WUXGA, OLED",60Hz,100% DCI-P3,"Chuẩn DisplayHDR True Black 500
Low Blue Light
Màn hình OLED
400 nits"
//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w?utm_flashsale=1,"15.6""",10,120Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 500
Low Blue Light
Màn hình OLED
400 nits
500 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w?utm_flashsale=1,"15.6""",Liquid Retina XDR display (3456 x 2234),up to 120 Hz,"toàn màn hình 1000 nits, cao nhất 1600 nits (chỉ nội dung HDR)
Độ sáng SDR: lên đến 1000 nits
Wide color (P3)
True Tone Technology
1 tỷ màu",Không có
//www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vu-i7-lp167w?utm_flashsale=1,"15.6""",10,60Hz,100% DCI-P3,"Thời gian phản hồi 0.2 ms
Low Blue Light
Màn hình OLED
400 nits
500 nits (Khi bật HDR)
1.07 tỷ màu"
//www.thegioididong.com/laptop/asus-zenbook-14-oled-i5-km657w?utm_flashsale=1,"14""",WUXGA,60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-24gb-512gb,"16.2""",Full HD (1920 x 1080),120Hz,"Chống chói Anti Glare
250 nits
WVA",Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71053682,"15.6""",Full HD (1920 x 1080),144Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa,"14""",Full HD (1920 x 1080),60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn?utm_flashsale=1,"14""",Full HD (1920 x 1080),60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
250 nits"
//www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-7-pz368ws,"14""",Full HD (1920 x 1080),60Hz,45% NTSC,"220 nits
Acer ComfyView"
//www.thegioididong.com/laptop/macbook-pro-16-inch-m4-max-36gb-1tb,"16.2""",WUXGA,60Hz,45% NTSC,"Tấm nền IPS
Chống chói Anti Glare
Độ sáng 300 nits"
//www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,"14""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb1876ws,"16""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu?utm_flashsale=1,"15.6""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w,"15.6""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,"14""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/hp-probook-450-g10-i5-873d1pa?utm_flashsale=1,"15.6""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001,"15.6""",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-5-21ms007gvn,"16""",Không có,Không có,Không có,Không có
